authorId,name
144016256,D. Forsyth
144189388,J. Ponce
143772180,A. Zelinsky
79566453,Sunil S. Harakannanavar
9156383,J. Rudagi
35455329,Veena I. Puranikmath
4370664,A. Siddiqua
2161286207,R. Pramodhini
2186253530,Supriya V. Mahadevkar
80492640,Bharti Khemani
90630252,S. Patil
1794896,K. Kotecha
70303173,D. Vora
2064038678,Ajith Abraham
2140516,L. Gabralla
104492007,P. Mascagni
29926739,Deepak Alapatt
1961502544,Luca Sestini
1695201,M. Altieri
13533044,A. Madani
1569557064,Yusuke Watanabe
2237963038,Adnan A. Alseidi
6010042,J. Redan
1889102,S. Alfieri
3293106,G. Costamagna
51242600,I. Boškoski
2655297,N. Padoy
65836291,Daniel A. Hashimoto
70675870,Dulari Bhatt
144350339,Chirag I. Patel
69915242,Hardik N. Talsania
2070427277,Jigar Patel
2138460273,Rasmika Vaghela
47706103,Sharnil Pandya
9179008,Kirit J. Modi
3424424,H. Ghayvat
3469167,Navid Kardan
2111863589,M. Shah
2145762695,Chaoqi Chen
2118604443,Yushuang Wu
1617851686,Qiyuan Dai
2157473801,Hong-Yu Zhou
2145273236,Mutian Xu
3144952,Sibei Yang
1763245,Xiaoguang Han
1841911,Yizhou Yu
52306341,Dominik Zietlow
147521198,Michael Lohaus
47231927,Guha Balakrishnan
2871632,Matthäus Kleindessner
9557137,Francesco Locatello
1707625,B. Scholkopf
145485799,Chris Russell
1858133629,Khaled Bayoudh
2111646642,Raja Knani
2675904,F. Hamdaoui
1804206,A. Mtibaa
3130257,Bichen Wu
1490695028,Chenfeng Xu
4527324,Xiaoliang Dai
144546548,Alvin Wan
2918780,Peizhao Zhang
1680165,M. Tomizuka
48682997,Péter Vajda
71074736,Wenhai Wang
41020000,Enze Xie
23999143,Deng-Ping Fan
50982078,Kaitao Song
144720255,Tong Lu
144389940,P. Luo
144082425,Ling Shao
1807421,Junyi Chai
2113558501,Hao Zeng
77689435,Anming Li
1790824,E. Ngai
1471166948,Anuja Bhargava
1821881,A. Bansal
2670978,Vinay Uday Prabhu
8318698,Abeba Birhane
35838711,Aditya Golatkar
16163297,A. Achille
2040617,Yu-Xiang Wang
1682008,Aaron Roth
81338045,Michael Kearns
1715959,Stefano Soatto
1908807827,M. Oudah
123156822,A. Al‐Naji
144608860,J. Chahl
1403067350,T. Høye
92505853,J. Ärje
2130652,K. Bjerge
34210665,O. L. P. Hansen
3074923,Alexandros Iosifidis
2081855,F. Leese
1796326231,Hjalte M. R. Mann
48338905,Kristian Meissner
90927515,C. Melvad
2495016,Jenni Raitoharju
98102517,C. Dong
3027982,N. Catbas
144556913,Ngan T. H. Le
2051808036,V. Rathour
1556433845,Kashu Yamazaki
1769788,Khoa Luu
1794486,M. Savvides
47949516,Guoming Li
2145432632,Yanbo Huang
2051964675,Zhiqian Chen
1381451508,G. D. Chesser
6972682,J. Purswell
89370261,J. Linhoss
2118834154,Yang Zhao
1980498754,Hossein Talebi
1718280,P. Milanfar
2270045064,Azriel Rosenfeld
8009148,Longfei Zhou
2155488841,Lin Zhang
2092037701,N. Konz
2069990363,Hongkun Tian
48469794,Tianhai Wang
2144400138,Yadong Liu
2075339027,Xi Qiao
97740251,Vijay Kakani
1904160,Van Huan Nguyen
2105721477,B. P. Kumar
2380060,Hakil Kim
6412232,Visweswara Rao Pasupuleti
2149526655,Haoxuan Qu
151475004,Hossein Rahmani
2112318242,Li Xu
2125614516,Bryan M. Williams
9756930,Jun Liu
3226635,Mostafa Dehghani
2194424,A. Gritsenko
31638576,Anurag Arnab
46352821,M. Minderer
97947517,Yi Tay
3414274,Henri Rebecq
2774325,René Ranftl
145231047,V. Koltun
2075371,D. Scaramuzza
2247541388,Daniel Bell
2146682231,Candace Moore
50559902,Dong Yin
143826364,Raphael Gontijo Lopes
8132903,E. D. Cubuk
2058362,J. Gilmer
2093752362,Vignesh Sampath
1765904,I. Maurtua
96734640,Juan José Aguilar Martín
2068311795,Aitor Gutierrez
2254031,Yuzhen Lu
2113747771,Sierra N. Young
2135660426,Jiarui Bi
2140562754,Zengliang Zhu
2151173088,Qinglong Meng
153210127,Dorin Ungureanu
2988774,Federica Bogo
2762033,Silvano Galliani
1908421546,Pooja Sama
2067780931,Xin Duan
1830693,Casey Meekhof
2438339,Jan Stühmer
29688302,T. Cashman
39307390,Bugra Tekin
3010882,Johannes L. Schönberger
1908486645,Pawel Olszta
1742208,M. Pollefeys
1790946,Zhenbo Li
2152318597,Ruohao Guo
1891280534,Meng Li
2143352758,Yaru Chen
2151301531,Guangyao Li
35035828,A. Ulhaq
2062641025,Jannis Born
1992746329,Asim Khan
2060299012,D. Gomes
1889816,Subrata Chakraborty
145328424,M. Paul
2146416136,Ling Yang
10841021,Yeqi Liu
46493350,Huihui Yu
14885169,X. Fang
2150598229,Lihua Song
14999208,Daoliang Li
78941940,Yingyi Chen
2648459,Tianlong Chen
25581960,Jonathan Frankle
3307026,Shiyu Chang
30986714,Sijia Liu
37873860,Yang Zhang
1701041,Michael Carbin
10044589,Edgar Riba
1786419,D. Ponsa
2383373,Ethan Rublee
1720184,Gary R. Bradski
2052894437,A. Rasheed
32063462,Bushra Zafar
2143259733,A. Rasheed
5633418,N. Ali
2025474888,M. Sajid
51275372,Saadat Hanif Dar
2126324255,Usman Habib
30583571,Tehmina Shehryar
49725394,M. Mahmood
1396402510,Vanessa Buhrmester
31556032,David Münch
2431669,Michael Arens
48520620,X. Yang
47860605,Ryan Anthony J. de Belen
2342389,T. Bednarz
145313633,A. Sowmya
2374870277,Dennis Del Favero
1399493563,Rafael G. González-Acuña
1399493574,Héctor A. Chaparro-Romo
1413081862,I. Melendez-Montoya
51043467,Amita Dhiman
1729664,R. Klette
9081135,Lepeng Chen
2352511896,Chengjiang Wang
1711298,Wen-Huang Cheng
3384254,Sijie Song
2109637140,Chieh-Yun Chen
3413443,S. Hidayati
41127426,Jiaying Liu
145453775,B. Spencer
30080556,Vedhus Hoskere
46250055,Y. Narazaki
2288229462,Dana H. Ballard
2288276678,Christopher M. Brown
153893656,Lianchao Jin
2956136,Fuxiao Tan
2119328918,Shengming Jiang
1877377,H. Rahmani
2112405071,S. A. A. Shah
50823168,Weili Fang
2408345,L. Ding
144004004,P. Love
145126712,Hanbin Luo
49404672,Heng Li
1395832096,F. Peña-Mora
3018038,B. Zhong
144909482,Cheng Zhou
52227748,Norman Mu
2144322624,Yuqing Zhu
15644381,Xiang Yu
2099305,Manmohan Chandraker
143710447,F. Gustafsson
2488938,Martin Danelljan
1802623,Thomas Bo Schön
10678970,J. Janai
3349249,F. Güney
2443650,Aseem Behl
144308911,Thomas M. Ward
8422060,Yutong Ban
2116952,G. Rosman
11009166,O. Meireles
40564183,D. Hashimoto
2237467783,Richard Hartley
2068881692,D. I. Patrício
34775267,Rafael Rieder
33456580,Steffi L. Colyer
2087034757,M. Evans
1792288,D. Cosker
35237542,A. Salo
1786815,Andrew Harltey
2145911462,Zhengwei Wang
1486411393,Qi She
145950787,T. Ward
2052554554,Andrew Blake
1490743477,Antonio Brunetti
2087813,D. Buongiorno
2295408,Gianpaolo Francesco Trotta
1706551,Vitoantonio Bevilacqua
2470198,Jiaolong Xu
2149551714,Liang Xiao
2110295033,Antonio M. López
2125468669,Yangjie Cao
144255281,Li-Li Jia
2108968522,Yongxia Chen
2066000167,Nan Lin
2109439573,Cong Yang
2208119658,Bo Zhang
143962642,Zhi Liu
2311399939,Xue-Xiang Li
134052572,Honghua Dai
3388791,Sunila Gollapudi
23463096,Ben. G. Weinstein
7843061,Gamaleldin F. Elsayed
35403221,Shreya Shankar
144018734,Brian Cheung
145714153,Alexey Kurakin
49588981,Siddharth Singh Chouhan
3092565,U. Singh
145877208,Sanjeev Jain
65926457,Kshitij Bantupalli
2149182050,Ying Xie
3278836,Hassan Abu Alhaija
7590435,Siva Karthik Mustikovela
3205375,Tony Lindeberg
2257199437,D. V.
2144070779,Vineet Raina
36704083,S. Krishnamurthy
145966720,A. Baca
46991721,Victor Wiley
2054639262,Thomas Lucas
52018328,Layan Al Tawil
51965160,Sara Aldokhayel
51964377,Leena Zeitouni
51998207,Tala Qadoumi
2366850223,Siham Hussein
31614263,S. Ahamed
3121264,I. Tolstikhin
2815290,N. Houlsby
2743563,Xiaohua Zhai
1470947219,Jessica Yung
51027911,Daniel Keysers
39328010,Jakob Uszkoreit
34302129,Mario Lucic
2841331,Alexey Dosovitskiy
6141664,Awrajaw Dessie
51446104,Fentahun Adane
8006703,Ansha Nega
50687892,S. D. Wami
52336036,D. H. Chercos
1713478,Xuecheng Tai
1404045902,K. Mørken
66464188,M. Lysaker
144203706,Knut-Andreas Lie
144576462,Brady Zhou
2108366630,A. Khan
7928685,Asif Ali Laghari
2073282390,S. Awan
2328520,Mark Buckler
17046426,Philip Bedoukian
39131476,Suren Jayasuriya
145719923,Adrian Sampson
2385871,K. Mochida
34600014,Satoru Koda
2110322796,Komaki Inoue
1744285,T. Hirayama
2492952,Shojiro Tanaka
2985732,R. Nishii
1774633,F. Melgani
35033707,J. Thevenot
2852900,Miguel Bordallo López
144979251,A. Hadid
1804258,L. Nanni
2335530,S. Ghidoni
2292370,S. Brahnam
2255783916,Andrew Zisserman
145237361,Ranjay Krishna
2117748,Yuke Zhu
50499889,O. Groth
1382195702,K. Hata
40591424,Joshua Kravitz
2110910215,Stephanie Chen
1760364,David A. Shamma
145879842,Michael S. Bernstein
49671775,Tat-Jun Chin
2113440834,Zhipeng Cai
144130135,F. Neumann
3225040,N. L. Downing
46802048,A. Milstein
1750195,E. Trucco
1716824,A. Verri
122547079,Yuki Uranishi
50602098,Jana Wäldchen
35215848,Patrick Mäder
143865718,V. Ferrari
145670946,M. Hebert
144538257,Y. Weiss
1604429801,Robert M. Haralock
1809809,L. Shapiro
2281235029,Nikoleta Manakitsa
2133413168,George S. Maraslidis
7634371,L. Moysis
2760613,G. Fragulis
143688679,Junfeng Gao
2146265380,Yong Yang
48987968,P. Lin
48685423,Nikhil Naik
1794750,S. Kominers
3701289,E. Glaeser
2132924,César A. Hidalgo
3256056,Weichao Qiu
27093563,Fangwei Zhong
2154203773,Yi Zhang
2383133,Siyuan Qiao
9381483,Zihao Xiao
2111252266,Tae Soo Kim
2116758319,Yizhou Wang
2064697342,D. Bell
5578719,S. Fruehauf
3268450,Yasmina Andreu
3044294,F. Chiarugi
2522681,S. Colantonio
2139539312,G. Giannakakis
1754017,D. Giorgi
143814819,P. Henríquez
2398140,Eleni Kazantzaki
2830226,D. Manousos
2629216,K. Marias
2647218,B. Matuszewski
2072008,M. A. Pascali
2207622,M. Pediaditis
3026985,Giovanni Raccichini
2992223,M. Tsiknakis
3190353,L. Bolc
1683167,R. Tadeusiewicz
2037830,L. Chmielewski
1758579,K. Wojciechowski
1391027880,Matthias Müller
24026083,Vincent Casser
49034704,Jean Lahoud
153372499,Neil G. Smith
2931652,Bernard Ghanem
2112583610,Lei Zhu
48630464,Xinjiang Wang
152984116,Zhanghan Ke
1726357,Wayne Zhang
1726262,Rynson W. H. Lau
143607492,John Wright
2599292,J. Mairal
1699339,G. Sapiro
153652752,Thomas S. Huang
2285157704,Charles K. Toth
3491300,C. Kanellakis
1912308,G. Nikolakopoulos
2243341856,Bin Xiao
2266272527,Haiping Wu
2266438865,Weijian Xu
2266359874,Houdong Hu
2266239475,Michael Zeng
2264488449,Ce Liu
2260347652,Lu Yuan
145645903,P. Ranasinghe
3670539,W. Wathurapatha
9009665,Y. Perera
5198002,D. A. Lamabadusuriya
32733580,S. Kulatunga
145790094,N. Jayawardana
6038925,P. Katulanda
40894826,Muzammal Naseer
3323621,Syed Waqas Zamir
2358803,F. Khan
71072239,Tung Khuc
22277292,F. Catbas
1742688,Hugo Jair Escalante
7855312,Sergio Escalera
1743797,Isabelle M Guyon
46176857,Xavier Baró
2706315,Yağmur Güçlütürk
3038211,Umut Güçlü
143799386,M. Gerven
10331061,Ben T Grys
6055019,Dara S Lo
144920147,Nil Sahin
40031925,Oren Z. Kraus
2058740157,Q. Morris
145538763,Charles Boone
1710778,B. Andrews
2144439048,Xiang Li
2115137018,Tong Lu
2067609498,Ling Shao
143633069,Anastasia Ioannidou
2118534,E. Chatzilari
1698652,S. Nikolopoulos
119661806,I. Kompatsiaris
2467732,S. Caraiman
2268552,Anca Morar
49032686,Mateusz Owczarek
1962300,A. Burlacu
29368085,D. Rzeszotarski
4565630,N. Botezatu
2168738,P. Herghelegiu
144623983,F. Moldoveanu
2733468,P. Strumiłło
3088730,A. Moldoveanu
143625534,D. Mery
2901486,C. Arteta
2822290,Suraj Srinivas
1730952,Ravi Kiran Sarvadevabhatla
2217000,Konda Reddy Mopuri
40390520,N. Prabhu
1784761,S. Kruthiventi
144682140,R. Venkatesh Babu
3826388,Kai Han
2108702980,Yunhe Wang
2118023932,Hanting Chen
1736061,Xinghao Chen
2148899357,Jianyuan Guo
2125024057,Zhenhua Liu
103603255,Yehui Tang
1569696821,An Xiao
1691522,Chunjing Xu
2127897462,Yixing Xu
2116369043,Zhaohui Yang
2108440680,Yiman Zhang
145112461,G. Thomas
9870507,Rikke Gade
1700569,T. Moeslund
47890108,Peter Carr
144046599,A. Hilton
2154573729,Florinel-Alin Croitoru
123480571,Vlad Hondru
1817759,Radu Tudor Ionescu
15254034,Ana Tauste
5883458,E. Ronda
2054353811,María-José Molina
29974908,M. Seguí
4590524,P. Wilf
47180034,Shengping Zhang
7489841,S. Chikkerur
20389928,S. Little
3561119,S. Wing
1981539,Thomas Serre
47506802,Qing-xiang Wu
143651919,Yungang Liu
2146263044,Qiang Li
33367707,Shaoli Jin
1774622,Fengzhong Li
9377393,Nilakorn Seenouvong
2186670,U. Watchareeruetai
9451322,Chaiwat Nuthong
1896936,K. Khongsomboon
1707492,N. Ohnishi
2380056611,Adriana Kovashka
2314850899,Olga Russakovsky
1794409,K. Grauman
1743045,S. Ullman
3081102,Liav Assif
2645055,Ethan Fetaya
152572925,Daniel Harari
1700008,E. Granum
1718163,Alireza Shafaei
1710980,J. Little
145610994,Mark W. Schmidt
5195625,D. Akkaynak
2937314,T. Treibitz
4688237,T. Shlesinger
2477925,Y. Loya
47683817,R. Tamir
3881345,D. Iluz
34356161,Snehasis Mukherjee
1804785,Suvadip Mukherjee
145478199,D. Mukherjee
1790095,J. Sivaswamy
2792559,Suyash P. Awate
1800513,Srirangaraj Setlur
3185334,A. Namboodiri
144725842,S. Chaudhury
34653454,Ankur Handa
2066293027,Michael Blösch
1756112,Viorica Patraucean
2307158,Simon Stent
145866019,J. McCormac
2052135690,A. Davison
52318286,Leon Hirsch
145532503,Marco Leo
3463966,G. Medioni
1713989,M. Trivedi
1733113,T. Kanade
1729739,G. Farinella
1703601,N. Sebe
30644399,Tran Hiep Dinh
2097756124,Q. Ha
1900092,Hung M. La
1709598,R. Buyya
2273004787,Shin Chee
2271114095,Yeo
2291598,S. Venugopal
2544814,J. Broberg
1783686,I. Brandić
1805301,Z. Kúkelová
2057656140,Jan Heller
47139824,A. Fitzgibbon
143779690,J. Bhattacharjee
143759604,K. Bowyer
2108313577,Sameer Singh
12811570,M. Burge
33726225,O. Faugeras
1737089,G. Goos
1747181,J. Hartmanis
143817739,J. Leeuwen
14667698,Alexei Baevski
2957796,Wei-Ning Hsu
2149106061,Qiantong Xu
2078281119,Arun Babu
3016273,Jiatao Gu
1804303,N. V. K. Medathati
144718494,H. Neumann
145676804,G. Masson
2796589,Pierre Kornprobst
145709776,Nuria Oliver
3199842,Barbara Rosario
144994682,A. Pentland
2287343,R. D. Geest
2265877638,Stratis Gavves
3060081,Amir Ghodrati
2257350525,Zhenyang Li
145404204,Cees G. M. Snoek
1704728,T. Tuytelaars
2263388,P. K. Ghosh
3250452,S. Mudur
40992714,Zhengzhong Tu
2119077146,Han Zhang
1454990616,Feng Yang
1747569,A. Bovik
2110412307,Yinxiao Li
3039883,Joonoh Seo
3085289,SangUk Han
1687885,SangHyun Lee
2118026816,Hyoungkwan Kim
2241395568,Asifullah Khan
2029680920,Zunaira Rauf
23690960,A. Sohail
2149888758,Abdul Rehman Khan
2191906442,Hifsa Asif
2169419730,Aqsa Asif
2217505318,Umair Farooq
2061152286,Peter Ochs
40426625,Muhammad Yeasir Arafat
23735132,M. M. Alam
1690219,S. Moh
8587764,H. Yoo
150248298,Namuk Park
2917665,Songkuk Kim
1780032098,Zigang Geng
2157857267,Binxin Yang
2141507950,Tiankai Hang
2226781562,Chen Li
2057716673,Shuyang Gu
2146320438,Ting Zhang
9324504,Jianmin Bao
2262491300,Zheng Zhang
2265723915,Dongdong Chen
2238211403,Baining Guo
2777994,Sowjanya Gowrisankaran
2441853,J. Sheedy
144036711,Guillermo Gallego
1694635,T. Delbrück
33780923,G. Orchard
1897771,C. Bartolozzi
1736425,B. Taba
1860631,A. Censi
2864731,Stefan Leutenegger
3302681,J. Conradt
1751586,Kostas Daniilidis
1403842264,Erik Murphy-Chutorian
23476952,Weihao Yu
2109495772,Romy Mi Luo
2109890021,Pan Zhou
39927579,Chenyang Si
46432827,Yichen Zhou
48631088,Xinchao Wang
37108776,Philip Lenz
2194602,Vernon J. Lawhern
7221783,Amelia J. Solon
3436871,Nicholas R. Waytowich
2251839572,S. Gordon
1971623,C. Hung
145417478,Brent Lance
2663129,G. Stockman
27888059,B. Chakraborty
2053144359,Debajit Sarma
144195594,M. Bhuyan
1690354,K. Macdorman
8201937,Jean-François Aujol
40391043,M. Nikolova
144517111,N. Papadakis
1723479,J. Parker
1527091497,Yanyu Li
2218083176,Ju Hu
2167854921,Yang Wen
143998839,Georgios Evangelidis
151452200,Kamyar Salahi
2136922252,Yanzhi Wang
145582202,S. Tulyakov
2111473627,Jian Ren
2115597973,Kan Wu
2108041613,Jinnian Zhang
2484788,Houwen Peng
3247966,Jianlong Fu
2150687325,Lu Yuan
40588702,B. D. Lucas
2052095772,Xinyu Jia
2712421,Chuang Zhu
27097803,Minzhen Li
2116722431,Wenqi Tang
2153937821,Wenli Zhou
145814174,C. Riquelme
1794202,J. Puigcerver
40608942,Basil Mustafa
2060377146,Maxim Neumann
2068720,Rodolphe Jenatton
1809220,André Susano Pinto
3086596,Byeongho Heo
2086576,Dongyoon Han
2647582,Sanghyuk Chun
3338475,Junsuk Choe
2390510,Seong Joon Oh
1707642,D. Geman
3194361,S. Geman
9588317,Neil Hallonquist
1721284,L. Younes
6158908,M. Logaraj
5026144,V. Madhupriya
4914559,S. Hegde
3087304,S. Rautaray
7389279,A. Agrawal
3377142,Prajit Ramachandran
3877127,Niki Parmar
40348417,Ashish Vaswani
4689792,Irwan Bello
6639036,Anselm Levskaya
32572204,Scott Krig
144996078,Neeraj Kumar
1767767,P. Belhumeur
2052990580,Arijit Biswas
2059096788,David W. Jacobs
145457982,W. Kress
38785989,Ida C. Lopez
145730822,João V. B. Soares
1431086679,R. AkinbinuT.
1430997394,J. MashallaY.
1403296852,K. Dawson-Howe
145801638,J. Kittler
3371403,J. Kleinberg
1715227,A. Kobsa
2248542272,John C. Mitchell
1693267,M. Naor
2278811,Rabia Jafri
50517446,Syed Abid Ali
2725583,Shameem Fatima
145608731,Nanning Zheng
144629886,G. Loizou
1715918,Xiaoyi Jiang
2498428,Xuguang Lan
39971338,Thomas L. Dean
3445691,Youngwan Lee
1804971,Jonghee Kim
2051330801,Jeffrey Willette
1847175,M. Minsky
2060896,P. Winston
1793739,David J. Fleet
1758039,T. Pajdla
1803711,Haroon Idrees
1717861,Yu-Gang Jiang
116230588,Alexander N. Gorban
143991676,I. Laptev
1694199,R. Sukthankar
1692688,Yuri Boykov
144653004,V. Kolmogorov
50703697,Linjie Li
1476766004,Minghao Chen
47636228,Hongyang Chao
153191489,Pin-Yu Chen
2053817058,Sebastian Stein
6435894,S. McKenna
1700379,Y. Shirai
1721722,N. Krüger
145570347,P. Janssen
1699609,Sinan Kalkan
1805100,M. Lappe
1732672,A. Leonardis
1772389,J. Piater
1401895875,A. Rodríguez-Sánchez
1736245,Laurenz Wiskott
145245658,Di Wu
2108246816,Da‐Wen Sun
2724721,Stephan R. Richter
145920814,S. Roth
2055691681,Peng Fei Zhu
39774417,Longyin Wen
1910738,Dawei Du
144208134,Xiao Bian
1805398,Haibin Ling
144281199,Q. Hu
12970869,Qinqin Nie
2117983169,Hao Cheng
2107891050,Chenfeng Liu
2111036547,Xiaoyu Liu
2111663716,Wenya Ma
2119796861,Haotian Wu
9173423,Lianjie Wang
33257626,Arne Schumann
2111161958,Chase Brown
2146378563,Qiang Chen
4217117,Chengzhen Li
2108364242,Dongdong Li
2675084,E. Michail
2153304932,Fan Zhang
2060411257,Feng Ni
2075369514,Feng Zhu
122337128,Guanghui Wang
2108825270,Haipeng Zhang
2072968129,Han Deng
49958310,Hao Liu
2269838672,Haoran Wang
66125335,Heqian Qiu
144097734,H. Qi
48667025,Humphrey Shi
30548955,Hongliang Li
2146234591,Hongyu Xu
1715604,Y. Kompatsiaris
2118866407,Jian Cheng
2110215022,Jianqiang Wang
51463714,Jianxiu Yang
31181279,Jingkai Zhou
3022738,Juanping Zhao
144445177,K. J. Joseph
36686543,Kaiwen Duan
144700168,Karthik Suresh
2062743312,Bo Ke
2133842802,Ke Wang
2735095,Konstantinos Avgerinakis
3405256,L. Sommer
2152830699,Lei Zhang
2153205404,Li Yang
2150207866,Lin Cheng
145698310,Lin Ma
2152515400,Liyu Lu
48082494,Lu Ding
2152600278,Min Huang
66122153,Naveen Kumar Vedurupaka
9233241,Nehal Mamgain
48845154,Nitin Bansal
65761966,Oliver Acatay
35429700,Panagiotis Giannakeris
2183687571,Qian Wang
123227784,Qijie Zhao
25096379,Jimmy
1689702,Qingming Huang
1726270,Qiong Liu
66555149,Qishang Cheng
98788549,Q. Sun
2035718,R. Laganière
2119329968,Sheng Jiang
1678689,Shengjin Wang
34454920,Shubo Wei
2128046157,Siwei Wang
3019137,S. Vrochidis
2157682897,Timothy Lee
46836946,Usman Sajid
1699429,V. Balasubramanian
2157336142,Wei Li
66709280,Weikun Wu
48591262,Wenrui He
50741181,Wen-zhu Yang
2109384539,Xiaoyu Chen
2109230437,Xin Sun
2983653,Xinbin Luo
65983439,X. Lian
2116521861,Xiufang Li
19252099,Yangliu Kuai
47002847,Yali Li
2118264413,Yi Luo
40382978,Yifan Zhang
119924021,Yiling Liu
1687893,Y. Li
2153953374,Yong Wang
47904794,Yongtao Wang
2145065499,Yuanwei Wu
2118165871,Yue Fan
49020088,Yunchao Wei
2145068836,Yuqin Zhang
1557363660,Zexin Wang
2072877789,Zhaoyue Xia
116409646,Zhenxiang Cui
8762607,Zhenwei He
14469624,Zhipeng Deng
93291558,Z. Guo
41037351,Zichen Song
66959063,Reddy Sc
52602450,Low Ck
2223781605,Lim Yp
84550099,Low Ll
2223781575,M. F
2223781541,Nursaleha Mp
26940993,D. Beddiar
2079007,B. Nini
2884918,M. Sabokrou
2792109,J. Portello
2768356,M. Rosenfield
31424099,Christina A. Chu
5291416,Z. Környei
5310624,S. Beke
4433201,T. Mihálffy
2246833227,Márta Jelitai
2246831640,Krisztina J. Kovács
2055643773,Z. Szabó
2246834120,Bálint Szabó
145962204,M. Pietikäinen
1757287,Guoying Zhao
48345000,T. Ahonen
34846285,Julian F. P. Kooij
1845201,M. Liem
2443946,J. D. Krijnders
32170464,T. Andringa
144854796,D. Gavrila
2721487,A. Girolami
2286405,F. Napolitano
12869396,D. Faraone
50330140,A. Braghieri
1716777,A. Criminisi
144827387,S. Prince
49501003,Margaret Mitchell
46479604,Amit Goyal
1721910,Kota Yamaguchi
1714215,K. Stratos
1682965,Xufeng Han
40614240,Alyssa C. Mensch
39668247,A. Berg
1685538,Tamara L. Berg
1722360,Hal Daumé
50314671,Zhihang Yuan
2049473825,Chenhao Xue
50579795,Yiqi Chen
2152359101,Qiang Wu
2113638448,Guangyu Sun
2004428678,Chao Xu
2292273,Daniel Yamins
2157429937,Yaru Cao
51243129,Zhi-Yang He
2153515813,Lujia Wang
2693875,Wenguan Wang
3080513,Yixuan Yuan
39901030,Dingwen Zhang
50561547,Jinglin Zhang
145463313,Pengfei Zhu
1681236,L. Gool
36523639,Meilin Liu
2193148273,C. Cheng
2146422508,Fanfan Liu
2065461930,Guojin Cao
2108397859,Guozhen Li
2142425457,Hongkai Wang
150147643,Jianye He
152521029,Jun-Jun Wan
2046967382,Qianxiang Wan
1925072169,Qi Zhao
51129190,Shuchang Lyu
123903445,Wenzhe Zhao
7828998,Xiaoqiang Lu
145265750,Xingkui Zhu
2143079300,Yingjie Liu
2075453504,Yixuan Lv
2311873898,Yujing Ma
2269753879,Yuting Yang
1915826,Zhe Wang
72417782,Zhenyu Xu
2461112,Zhipeng Luo
2109337581,Zhimin Zhang
47294156,Zhiguang Zhang
2145275527,Zihao Li
2116461521,Zixiao Zhang
3320415,Christos Sagonas
2788012,Epameinondas Antonakos
2610880,Georgios Tzimiropoulos
1776444,S. Zafeiriou
34798541,Lorenz Meier
40063392,Petri Tanskanen
2716290,Lionel Heng
35181410,Gim Hee Lee
1691110,N. Buch
1697856,S. Velastín
1707114,J. Orwell
1704409,K. Pulli
2140921892,Anatoly Baksheev
3110058,K. Kornyakov
1694382,V. Eruhimov
121310035,Yudong Zhang
2858143,Lenan Wu
7205190,Tim Cootes
144482985,C. Taylor
2056862610,Michael Riis Andersen
148207309,Thomas Jensen
3393076,P. Lisouski
144600625,A. K. Mortensen
32417313,M. K. Hansen
48857797,Torben Gregersen
3020290,P. Ahrendt
1755926,Luis Pedro Coelho
31439274,D. Baggio
1957776,Keren Kapach
1820742,Ehud Barnea
3045207,Rotem Mairon
1726598,Y. Edan
1402462666,Ohad Ben-Shahar
1727698,M. Nixon
2867635,A. Aguado
47862203,G. Verhoeven
27880555,E. Bermejo
1397942042,O. Déniz-Suárez
24255563,Gloria Bueno García
1737048,R. Manduchi
8436115,J. Coughlan
2112683288,Srinath Sridhar
49876729,Franziska Mueller
1699058,M. Zollhöfer
1863006,D. Casas
2663734,Antti Oulasvirta
1680185,C. Theobalt
2090640,J. E. Solem
37173364,M. Brutto
2178824683,Paola Meli
145246674,A. Heyden
2561175,G. Sparr
145118299,M. Nielsen
153623949,P. Johansen
35261338,B. Zion
2052984533,Luis Álvarez
1888393,M. Mejail
2057412358,Luis Gómez
36831886,J. Jacobo
47246616,R. Brunelli
152999641,Yuncheng Lu
88579203,Zhucun Xue
108292431,M. Chiu
101246501,Xingqian Xu
3462332,Zilong Huang
2056916274,Robert Brunner
1729527,Hrant Khachatrian
31431791,H. Karapetyan
89782078,Ivan Dozier
2065018270,Greg Rose
2110955142,David Wilson
2056023368,Adrian Tudor
2130392,N. Hovakimyan
1733571,Y. Lui
48795248,Tadhg Brosnan
1713056,P. Sturm
145686644,Srikumar Ramalingam
2216839,J. Tardif
2206084,Simone Gasparini
50451870,J. Barreto
49522183,C. Blehm
40102647,S. Vishnu
2982617,Ashbala Khattak
10522703,S. Mitra
2029879,R. Yee
3311303,Chris Aholt
1760178,B. Sturmfels
1690660,Rekha R. Thomas
49750929,C. Chen
144105639,L. Pau
143653107,P. S. Wang
1717329,V. Cantoni
1990702,S. Levialdi
2091934,Roberto Tron
144020730,R. Vidal
2153689131,Xin Wang
1723057,N. Georganas
1745632,E. Petriu
1685089,Pedro F. Felzenszwalb
2984143,R. Zabih
1747303,M. Satyanarayanan
143610924,A. Bruckstein
1699027,B. T. H. Romeny
49791556,A. Bronstein
2893385,Y. Al-Ohali
3059315,G. Danuser
145336124,Julio C. S. Jacques Junior
1679516,S. Musse
2870402,C. Jung
2109186349,Ajay Kumar
2337269,Tsung-Hsiang Chang
2059814276,Tom Yeh
152160465,Rob Miller
9684508,J. Dandois
34927747,Erle C. Ellis
1689241,Yanxi Liu
1398184766,H. Hel-Or
2345263,C. Kaplan
33642939,Jiebo Luo
